Period,Geography,Product,Competition_Total_Total_Total,Price_Total_Total_Total,Promotion_Total_Total_Total,Sales_Total_Total_Total,Stock_Total_Total_Total,media_var_0_Total_Total_Total,media_var_1_Total_Total_Total,media_var_10_Total_Total_Total,media_var_11_Total_Total_Total,media_var_12_Total_Total_Total,media_var_13_Total_Total_Total,media_var_14_Total_Total_Total,media_var_2_Total_Total_Total,media_var_3_Total_Total_Total,media_var_4_Total_Total_Total,media_var_5_Total_Total_Total,media_var_6_Total_Total_Total,media_var_7_Total_Total_Total,media_var_8_Total_Total_Total,media_var_9_Total_Total_Total
2020-04-06,CA,Desktops,0.2805942317772739,0.6548657603669417,1.5243459866172553,0.120016301119186,7.0,21.091685597534845,0.8596416721878123,-1.2742032338612874,-1.3475556275639764,1.498246882041004,1.656965248975527,-0.3922430730183587,0.4847995126800309,-0.8800309958541104,0.4869409687306601,0.8640588419640554,0.6361823866119868,0.126386922658306,-0.0856357646863714,-0.3224224269772886
2020-04-06,CA,Laptops,0.2007202407592861,-0.1431233505299912,0.5867313767514198,2.759289773266407,10.0,1.04876791117254,0.8943764773708384,-0.0659701878972229,-1.0949176882824827,0.2689275116363858,0.7442583473218778,-0.0085203812228837,0.8806521974708612,1.6580621012722458,-0.8342251369193718,-1.314231654584197,-0.1461202517773888,1.1808107106081749,-0.2644377804048811,-0.5317674596876347
2020-04-06,CA,Phones,0.4778907659987599,-0.6245370234641398,1.5523957610183987,-1.2292123615885011,11.0,5.610963152647191,-0.1733630466437187,-1.1036160459056412,1.8733581172559313,0.3961663835326207,-0.4196595778303147,0.2455785302653915,-0.7865844704110464,-2.276610496567755,-2.3181074285776786,-0.3138906876501922,0.1284518399829805,1.4540750411167005,-0.0383595275008962,-0.3024489480009911
2020-04-06,CA,Tablets,-1.0485021946247195,0.6418895898254822,1.2655442790472924,-1.1674070556643394,3.0,0.8974951290979261,0.3914805193922105,0.3543305414796429,-1.0851542570885715,-0.4863087435413016,1.0431404395400965,-0.9737401064941968,-0.7705568651087927,-0.4454300691932908,1.52524884564125,-2.2279079919013727,-0.0556213251956343,0.5223538373989148,0.7318950584869823,2.317735159600282
2020-04-06,CA,Watches,1.803388350649712,0.1871741107469477,-0.722280064469744,0.4558490834635125,4.0,0.541205484574625,-0.2644738666059926,1.0086692981088905,-0.3460354632882306,-0.2049683767521763,-0.5751723864579337,0.7421517940785924,-0.8779986317526249,0.8515398693215664,-1.8383158434391211,-1.2237543941285816,1.2156476039738218,-0.4212529341489648,-0.4094844556957434,1.18069323736695
2020-04-06,DE,Desktops,2.038549774469029,0.7622886671992647,-0.8948280038528801,1.026500693216691,7.0,16.025886006601123,0.022459866325204,-2.4502538688337614,-2.1500345128839418,-1.5183761608541892,0.5016235500560124,0.4535518379822741,-0.9010751560537236,0.0341196489044039,-0.8507318454943094,-0.0876483256996018,-0.2401443210552659,-0.2729135417719761,-0.354586033433014,-2.8989703610950195
2020-04-06,DE,Laptops,0.0728568367054891,0.0673029710931784,-0.761049366015256,0.1513125270556997,4.0,0.185623353240773,0.6829651513366946,-1.3931970459748493,0.0867910595036591,1.387558160859538,0.6743133303926833,1.521268413631183,1.0291017742568886,1.7664662323165907,-0.0182854259925452,-1.663589300232087,-0.6927533244841009,1.079157270650688,0.1903557425439873,-0.8726338746077016
2020-04-06,DE,Phones,0.4655684826269073,-0.2288255041215745,1.2370549938481397,-0.6790984833335529,11.0,8.824361681335361,1.2372419593514352,-0.0496973627729501,2.143321437374298,-0.1860990399086745,-0.3376191807907745,0.0442273790587319,-1.5831891509529856,-1.5687580905040384,-0.3961977314654893,-0.5254040297710629,0.2825398282064474,-0.1338381510734867,0.9782830406963507,0.8362903389153821
2020-04-06,DE,Tablets,1.1515754636502065,1.2283976467043838,-3.0491579446757373,0.4226094815245811,4.0,4.972562718066216,0.903197325919124,0.820300049271822,-0.4687160179485928,1.0796920169836317,1.7687303323596495,1.4097963422057005,0.5659093583230934,-2.0552632095591212,-0.9259345546571144,0.3157531196478969,-1.1416654673740003,-1.0977865155816504,-0.1842768333250059,0.7415469085447643
2020-04-06,DE,Watches,2.0765282415563515,0.5292526702300697,-0.1017847606198606,0.4224296813779056,3.0,4.741414857011622,0.9687310072979772,0.6563421706451257,-1.6203395234338762,-1.846962410441699,0.5625527933112787,-0.2511678948360588,-0.468852400998073,-0.0439435809709224,0.8502060136830423,1.7531445952402689,-1.5916689394233647,0.2467292912903809,0.5127501618958129,-0.5072292006413819
2020-04-06,FR,Desktops,0.4407752593833592,0.4479368307480535,2.4025626233345014,0.3159018937002635,13.0,1.682041246887907,-0.8005148494135241,1.1144107093634443,-0.4601699291231473,-1.454688004177326,0.539645834654715,1.6401100562604367,1.070229217795187,0.5192504425004656,1.1174765269569709,-0.1561688894389011,0.7625817263523266,-0.0612553686764838,0.4436101170422616,0.2809483817809467
2020-04-06,FR,Laptops,-0.1268572523643788,0.5576275214164743,-1.5425776260142117,-0.6863520584480723,6.0,4.389987858854664,2.9974533334948315,-1.1544121974809844,-0.3664279030952134,-1.874746688824793,-0.4297623778416911,-0.5507052935484883,-0.6082836772212702,1.9466754125533337,-0.4736908345332252,0.4789720326933134,-0.7091349219107815,-0.0059104465303864,-0.6381482378613574,1.7383211922180677
2020-04-06,FR,Phones,-0.0181563301299896,1.9186843647876348,-1.51255526685116,-0.0858215114506082,5.0,9.637440783626715,0.409288267050671,-1.2989660065576525,1.00747415812756,-0.0642811995697239,0.4823891369947898,0.0659346525677145,-0.0663489151941313,-0.4778422584110088,0.8589553407551221,-0.8593945392343808,0.215499770741154,0.8366402579157038,-0.8580170808355575,-1.0529234228865214
2020-04-06,FR,Tablets,-0.6176913782600569,-0.3772451065182558,-0.6374590741343537,-0.3496523988591011,3.0,7.817140888865239,-0.5485465666050631,1.4026751649330749,1.5034755393567716,0.1936659919334718,0.9882310501610012,0.0935330487710616,0.7815123955109533,1.1697425551409084,0.3730301293952607,-1.6062787108068108,1.1683724217112657,1.1258768792920255,0.0250680351933144,0.0719921089870088
2020-04-06,FR,Watches,2.0665241709384343,-0.2213961620470007,-0.1658256472973431,0.2555693883711043,8.0,1.314075310573447,-0.8046729914789775,-0.0567722901711107,0.1186246270408363,0.8516737058174071,-0.3785859098351539,-1.5894339801492614,0.1450826393488089,1.0881439878726595,0.575322480940925,-0.2275671007269662,-0.3406304900288465,1.1248056526785994,0.6463451343820814,-1.9968427811648437
2020-04-06,JP,Desktops,2.23246956049555,0.69346677463876,0.375775708159136,0.7383637606618466,5.0,2.744707368891941,0.4636319802082205,-0.7705008333700816,0.7434576603063909,0.1126218514601863,-0.02301831330777,-0.7915307942612786,1.977162583916241,-1.224621133098875,-1.80303734252578,0.568844271894953,0.8741046092184858,0.719732509623608,0.7906342337771393,-0.0995138462609171
2020-04-06,JP,Laptops,0.5470256632181805,0.2629644877101568,-0.7949394095454435,-0.374016839741919,3.0,7.022682239663336,-0.6722458661214274,0.8718909449834744,0.5024240258728409,1.1587531418026906,0.4449299015854943,0.8903889363253674,-0.197330521299887,2.045357142795064,-0.4531424938903472,-0.0779555723984838,0.8608687639954508,-0.451180301979406,-1.065439275730772,1.0023973562818331
2020-04-06,JP,Phones,-1.1425816733392375,1.1013578329298706,-0.2963681337842171,0.943354189110724,3.0,10.1091343527652,1.4966728120753985,1.553474246632014,0.4227495814692404,0.6359590728619133,0.4679249807863815,-0.4898271859576114,0.0806809405363807,-1.0327690685850677,0.1786657832508782,1.516016245933327,-0.6271428294365193,0.4260244619605068,0.3583289101342297,0.1263637667715434
2020-04-06,JP,Tablets,2.005205739445241,1.2877359446667884,0.868607293079932,-0.1091671760045162,10.0,22.17381242026796,-0.0459503951535952,0.3274764528247327,0.662463619716786,0.9277209325769556,-0.3904566384722698,-2.124375323842903,1.4185771418726736,1.4537915981880116,0.9832447974736974,0.3363064042859544,1.4598335933668911,0.080282055423968,-0.6148616007385959,0.6246084962560856
2020-04-06,JP,Watches,0.9282418627909244,0.0828363019778739,0.4767347389704037,1.1000633383229863,8.0,16.889522036882283,-0.881317423289819,-0.5323782948055326,0.5561126815387621,-1.2132972130765824,0.4086100129937956,-0.4221124098531277,0.5139786482088415,-0.8476171965971756,2.414641272889218,0.1172624421685656,0.1919475347962659,-0.8277602389440438,-1.6524161260967989,0.6561083283420908
2020-04-06,KR,Desktops,-0.2604488362435243,0.6224621580251235,0.649921947043168,0.9526350051469364,6.0,9.603918081173676,0.5097290610542138,-0.4173165961730517,0.0176312777259946,0.6962901456416105,-0.0385164096190289,-0.4233463145545325,1.207719373697288,0.2737259664307387,-0.415138943773635,-1.2058720294129064,1.2518084745291649,-1.5677662006945583,-0.8463727565631032,-2.10689639816621
2020-04-06,KR,Laptops,0.1948749418727562,0.6766083635521632,-0.4373443578246349,-0.0340186925070607,9.0,9.077982068314364,0.5851942775071719,0.4881899873162875,-1.3055793399454263,-1.6821320486977096,-0.49683990458891,-0.9887680184988504,-0.6187614405319387,1.2451498665027685,0.1196141326762862,0.644560685369607,2.1079570573859225,-0.141367433401484,0.9530827297070352,-0.4795138371964556
2020-04-06,KR,Phones,-0.0867576445192135,-2.181019260114034,-1.272405979678492,-1.9578669097292292,7.0,1.601097483956544,0.1448314032620563,0.3252272401630429,0.4075258250379942,-1.5102213137504643,-1.60398330466095,0.7823632528036352,-0.5110974842948491,-0.3189386470898978,0.8071767289576367,1.3346605218799328,0.1318368033213129,-0.4277071105435334,-0.0648654431810255,-0.3953708316269522
2020-04-06,KR,Tablets,2.7769204048847023,0.1904668359462373,-0.2330025424303994,-0.4283847438693107,10.0,11.29675806633234,0.9375474610727902,0.4384230844893653,1.2860991076868478,-0.3376373707427708,-0.396225733471005,0.1143659540223831,0.7249457989905298,-0.1586271831675698,0.0164196057120098,0.275769616782769,0.0665533153545196,-0.2811421903361785,1.0316007319321856,0.9959308712068404
2020-04-06,KR,Watches,0.1874709858310491,0.3753074791226793,0.1765277672774744,-0.0062348786657843,14.0,10.450576859248796,-0.1072244402759225,0.2465672368732836,0.6506934198955255,-0.4063872993704093,1.2020252734888754,1.2987857623335002,-0.1272320094292745,0.0982901330195084,1.4218293424404906,-1.9093433081453364,-2.662184957217076,-0.5688677941282074,0.9482175420898312,-3.311074444905929
2020-04-06,MX,Desktops,0.0600776172912581,0.218664722133091,-0.6893374134217284,-0.9309510182803276,5.0,12.81782317681578,1.7169002552625323,1.4312835539817477,-0.0821555611821247,-0.6196154257883117,0.6753726995452425,0.0245775908519418,1.469020211985669,1.127891720577456,-2.3341975524395857,0.9493274842532596,-0.1087351940510514,1.1081282554827565,0.651146397777519,-0.2149794556825563
2020-04-06,MX,Laptops,-2.164506323441118,-2.3954976910356156,-0.4980931965322395,0.0123890558956195,6.0,1.314571421026076,-0.6519833113390837,-1.1607965197159094,0.7408053638926743,-0.8473347322285614,0.2673290081701482,-0.1176370630245752,-0.5184676924408095,2.136770191700877,1.1792595553009044,-0.8694631392708265,-0.1933682436284038,0.2662896407631013,-0.8293549832257829,1.1721565379767496
2020-04-06,MX,Phones,0.9484947305863694,-2.426001703110797,1.0518195140401767,0.7754880697347486,9.0,5.4057530500638515,-0.5927353727578958,0.1313490536002973,-0.4740245739751001,0.1392947936423358,-0.6130885423433082,1.6756591535661012,0.3584944055550533,-1.4913724623522333,-0.8356210457855231,1.3371585370493213,0.2202534174155395,0.5357897069331743,-0.8340188561896612,-0.7563708238277009
2020-04-06,MX,Tablets,-0.1959411541765632,-1.734225641733127,0.7935867845354531,-0.2249097049141068,14.0,1.922623573422822,0.6301885232467584,0.262933877999884,1.6589226362601637,0.0218056125025035,-1.14987441571864,-0.298435423649698,-0.1172126051576417,0.4004833002148389,1.250972681864879,-0.005635740992432,-0.6667665902170262,-0.360796010727456,-0.7238425546402916,-1.6470643911269238
2020-04-06,MX,Watches,-0.3972971062246824,-0.4818069058056288,-0.1316936832624087,0.7007696740757062,7.0,2.0948676176403818,0.0263246051844723,-1.074317936230579,-0.2381828354886732,0.5783443908248752,3.2841874125757604,1.4453199991918455,-2.728855273899455,0.0450883802649077,1.0578281827698404,-0.0290810428864658,-0.9914698117181928,-1.7226148154260692,-0.0082053096377144,0.0749820289177795
2020-04-06,UK,Desktops,1.8434878428420056,-0.7195754669022986,0.4166826242005624,1.2004897709936004,5.0,7.533580940741284,0.3060915574758066,-0.5934298252197943,-1.0097349149591175,-0.5487025793571623,-0.4077865532572893,0.8118052299868268,0.2409364237832051,1.30306675515521,0.4104647841015472,-0.4848946693455138,-0.7208956359411425,0.878096703748317,-0.3804579772238687,-0.3484125838014825
2020-04-06,UK,Laptops,0.2195676919230197,-0.8492490990001091,-1.143491572338593,-0.9983308488472736,2.0,4.583966179240148,0.0579832507903345,-2.5745679823087104,0.7070836455705737,-0.6502080468612632,-0.1653828419684706,-1.3381616599968722,-0.9256429720032282,-0.497836921717976,-1.0216013684338263,-0.3436063977423426,0.791974748286014,-0.1615956146113877,-0.3449582905771985,0.4579445083712438
2020-04-06,UK,Phones,-0.8081321304540743,-0.0018414422021644,-0.4743812252366458,-0.0575905680386288,3.0,11.016827913468203,-0.252983905969626,0.0416554803083953,-0.9714623067688104,0.4451197231928904,-0.1270975318208975,-0.0198023374582594,-0.7205863354749296,0.0798519117229992,1.4676193623672111,-1.0873582470240462,-0.9439392233036784,-0.0587122339228006,0.3864847557237062,0.1180521714143952
2020-04-06,UK,Tablets,1.326222014392863,-1.2733851713543447,-2.1628914372222448,-0.6640781171843553,3.0,0.694750572742775,-1.2613281792081317,-0.71162685880711,1.5468337502833234,1.2538579479402732,-1.028687897244112,1.0941714138647065,-0.7996315974036892,-0.5998086405778265,0.5994983699612182,1.3073557971702832,0.0954973072385427,0.0755896036389259,-2.334365390179147,0.1242462063109164
2020-04-06,UK,Watches,-0.5041390262667892,-1.1151805439342906,0.823517138366877,0.2880094202617914,8.0,12.743970917952632,-0.0992649619066052,0.2611497852998929,0.941039891771053,0.3492187740345319,1.0814581028320698,1.2331898956980307,0.6479128434756766,-1.098772131042253,0.5125193897983219,-0.0989562748221678,0.3612360609782568,-0.0909747328158998,1.0988606569691737,-0.4215051068866212
2020-04-06,US,Desktops,-1.1696908262662922,-0.7761466416219867,0.0280913463383605,-0.0848482885603679,11.0,15.29250129774403,1.1347973235887088,0.5019338041540802,0.8709250338512864,-0.3451070154489528,0.0610398817299415,-0.6513672644115392,-0.2486701723113601,-0.8210976242626943,-0.6794837864926359,-0.4643706392141291,0.5187504940071636,0.7493108789364404,-0.3628304741029584,-0.0405166476104303
2020-04-06,US,Laptops,1.11917199359338,1.4717996679649843,0.0807453072399148,1.1495426778868214,13.0,12.74841263662162,0.5109139560819845,-0.2154113975641556,-0.5599392697258557,-1.805106140554187,-0.6927375513176389,0.0315847284608971,-0.6850875170311497,0.7430155796168697,0.6717284047114918,0.4284986639931792,-0.1878302532555818,-1.5490993706550051,-0.8409457429283241,-0.5563454185788859
2020-04-06,US,Phones,-0.6749903823291509,-0.6868030485624861,-0.3716984502584299,0.1099635546349491,4.0,5.64023272378545,0.8050195937431958,-0.3817237226735503,0.7502513459995535,-1.3816074955191384,0.0030294420816495,0.5116171695126047,0.3383727704088932,0.72369015759066,0.4054100052291408,2.0682051498732776,1.5241215661243266,-0.5047803565706499,-0.1653325745773562,1.776151514070482
2020-04-06,US,Tablets,0.0027848335096489,0.3432284416511358,-1.7741794936190671,0.2270293973276548,3.0,10.26178142674799,-0.5938528824158951,0.1084768515495877,0.6813709095264492,0.4991796999776049,0.0141031146444118,0.3180622633333423,0.6951060398002669,0.0850090235493163,-1.947061261842048,-1.2429550744756026,0.1490740767405748,-0.432171343961665,2.055330952243731,-0.4071062773771288
2020-04-06,US,Watches,-0.7015152027327081,0.1235050240284235,-0.8580164994086353,-1.1781033432657004,5.0,0.135416380595283,-0.1218296669898753,-0.8117210924427163,-2.0041914663281384,-0.736800159912731,0.0911351177370543,-1.0910936924564627,0.2159971107241209,0.2310047254619769,0.7674682704137537,-1.266622984184126,1.1653160724682274,-0.940431912269375,1.052061487455238,0.0739526661989857
2020-04-13,AU,Desktops,-0.9586635461436588,0.0540430576044719,0.7261870713777232,1.1531002203144216,5.0,14.524069009276037,-0.1058226255382608,-0.0087164125318613,0.5266116676203259,0.9060965433199164,-1.8799321355140757,-1.924271536440232,-0.5526531950684803,-0.8709050383426887,-0.467543541231494,0.854775558482845,1.0294099500412004,-2.1382560685091536,-1.863064291037325,0.2596624387382723
2020-04-13,AU,Laptops,1.447923425420956,-0.0939839163757632,0.3530302849484028,0.0970378263988957,7.0,10.43389689749274,-0.4490298727199793,0.9103417141651504,0.5412777645457738,-0.2671215475850848,-1.6103324575471942,-1.1228224950211687,-1.0062803681999126,-0.8970991489222637,0.1003396973857906,-0.4339133248976511,0.1929026336990148,-0.8686959854934139,0.5295996932552639,1.0339658602852566
2020-04-13,AU,Phones,0.2982233399014952,-1.1192442409701593,0.7897680056089205,0.9189464509869448,10.0,3.648796683615521,1.4094231465252862,0.3963226818609269,-0.5507113317012525,-0.1008613161697774,-0.2564856937455644,0.9907003720757076,0.4147363846026451,-1.008475063053894,0.7128171183370247,1.3936741210106305,2.2211118093932316,0.0967572320068611,0.3453743331897846,0.6129325729670266
2020-04-13,AU,Tablets,-1.525077234025582,-0.0087979514815001,0.913135021115419,-2.0048218299891265,12.0,6.367531784184822,-1.466469127298527,0.7793152811158466,0.5291155588411715,-0.5111520515706786,0.1488897001052278,-0.9636605726298688,-2.3632542879313827,-0.0169045415460933,-0.2380533975043522,0.726777359986827,-1.7605794907817005,1.370725666090273,0.2190461900097855,-0.979441476644314
2020-04-13,AU,Watches,0.5506951028594136,0.2671349339410033,-2.0578874165796504,0.7109785495267994,3.0,7.9782050740340305,-1.521916301077694,0.2035308287137104,1.2604621352296832,0.2655629952667446,0.5248999448502466,-0.5001100283146832,1.2611891209795554,0.5220425547591705,0.2521608691095315,0.0440937375338977,0.8005966239771539,0.5781957254615793,0.2598344503740136,0.1047588563623104
2020-04-13,BR,Desktops,0.1426955067143954,-0.3095636751249191,1.1010244165196,0.2192431417666295,9.0,24.62566864544375,-0.5014741318270832,-0.6251585812575112,1.6025178026808953,0.8075782696737138,-0.7967675248742122,2.26199813818115,0.1176114182759841,1.0852647259051529,-0.6062973312706101,0.8896881536601708,-0.0444579327383684,0.2716757421201963,-1.8811595763478577,1.113609455697418
2020-04-13,BR,Laptops,1.7026441313727716,0.1325055022510252,1.006980969276952,-0.3024698991730329,13.0,3.536837196182203,0.4746508051391902,-0.6668101842263287,-0.499675624463798,0.1888399797070729,-1.6074535953992022,1.223438845645518,0.9221778376736436,-0.8205017120857463,-1.2286078105514682,1.2520251016360318,-0.1882390338084301,-0.1467662721041258,-0.3478400030185579,0.1342503612632637
2020-04-13,BR,Phones,-0.614267085727043,-1.0173293889701065,-0.6458639811396162,0.909685931231472,6.0,3.434948049559019,-0.7228083290209146,0.694589482932318,-0.2968203366785792,-1.5038991547284273,0.4492540579809884,-1.307806535438038,-0.3292767324014325,1.8014091868070528,0.513122109529867,0.0440605396706143,0.7285683157026073,-0.9005713523833563,0.5250001968085316,-1.2807030880974952
2020-04-13,BR,Tablets,-0.0526541286639449,0.0183157664964802,-0.0279110912140459,-0.3566777840639722,5.0,20.03969083356164,1.773921019508611,-1.5596239594712404,0.4608054901198232,0.0365143087400606,0.1504364578241017,-0.222963145648513,0.2451568889358844,0.5158675739784361,-0.6844482664895515,-0.2307383009485281,-0.7005271078764893,-1.818081753132769,-1.9603525897792011,1.556964861448679
2020-04-13,BR,Watches,-0.6570584643380504,-1.3673876741030788,1.1051562991064623,1.829698488850786,10.0,9.701323060452646,2.0013300902385773,-0.4493770242668062,-1.7914409805418297,0.1224538042344368,-0.8897390515174826,0.4261469486382222,-0.5055622962079851,-0.2354753254355674,-1.2402617401464933,1.2150484049648884,0.8980583544400655,0.0086868242802982,-0.6635849435459408,0.8028083839292488
2020-04-13,CA,Desktops,0.6764759404292571,-1.1214039092475945,-1.8462351110480049,-0.2460315211587375,6.0,1.750034692112725,0.2833230852510796,-0.9511913353459096,-0.718648310045591,-2.4196689907560263,-0.1071537918458194,0.319758148930307,-1.2964393804444698,0.8355802891314721,0.7156440327734609,-0.5120284226301561,0.5437676938893415,-1.907091927083087,0.7752253869777531,-1.076609665738233
2020-04-13,CA,Laptops,0.1017581414672116,0.541314944800041,1.6027664376882675,-1.210017417276184,9.0,9.787860115674937,-0.7631833294824276,0.2383111408231627,-0.6489905346372107,0.8669631897635663,0.4142402448714599,0.6677785821754862,0.234544518543192,-1.5887150392085645,0.3513818279252758,0.9886002733751548,-0.1974772930500234,0.8106520581562062,0.6348632463357029,0.2519043285348429
2020-04-13,CA,Phones,-0.6442324519893102,0.7797574627823002,-1.3939298825420798,-2.0569360698254058,8.0,1.6362848515984068,0.6492546585378443,1.3748058329957862,-0.2374884558728791,1.1140365990039491,-0.1219498873265202,0.7905283262190528,1.816723503935025,-0.2546727794709522,-1.021704393009926,0.8709184199429255,0.938751907213522,-0.3032503458444576,-1.3000408925990343,0.5529374208136479
2020-04-13,CA,Tablets,1.530666882021185,0.2303303294870242,-0.5448829540287828,-1.6912217508035703,2.0,6.358905476958108,0.0375888905871494,0.5431577676877751,1.0158494816674026,-0.4397479257167723,2.4661769927177697,0.0507654809004366,-0.7194080670606832,-1.5490284577715674,0.5515004385223662,-0.313829552460561,1.3455549391066952,-0.778920027993823,-0.8189074851431514,0.4601594147947604
2020-04-13,CA,Watches,1.1862314513948475,1.026353167720622,-0.0285892724581887,-0.6116014516117989,9.0,8.72052705856294,0.2461283763471417,-0.0182312923195835,1.1546655978828235,0.6682478692397646,0.014586038192233,-1.5908778359018991,-0.4805216526508614,0.3954170565905393,-1.5165922453214435,0.7357025442321512,2.259269970410567,-1.0086177895415267,-0.2658981786849613,0.1513609957649198
2020-04-13,DE,Desktops,1.132971017460189,-1.160635015004271,-0.2395957564008112,-0.1219725775115733,7.0,8.447030808377953,0.0364236331689535,-0.4925820164753207,-1.5017662751490477,-0.2935333478603086,-1.2740318877670205,2.590619574930589,-0.3799556381224778,-1.4203769945939355,0.2295446326742289,-0.913258925244512,1.268296277665465,-0.864418155456505,2.2259212624124407,0.7367043879839409
2020-04-13,DE,Laptops,0.6740047866889323,0.8765134771631581,-1.60088168578027,0.893605051523388,4.0,0.0482556975926529,0.3901530411963339,0.9121121030439884,0.2211869062074295,0.3201687575186945,-0.5883092401897431,0.0605710680886678,0.2318412647998808,1.6723825875106264,-1.0736674013896297,0.2502744010489736,1.3541085140584743,-0.9626037492823948,-0.6429037749663719,1.6421151830759957
2020-04-13,DE,Phones,-1.7904301682900037,-1.230551859431495,-0.159012661055704,-0.9243620798190876,8.0,5.486168165804997,1.3993720609138007,-1.0653927757800157,-1.186712592243674,-0.4889863091143916,-0.0900448124207776,0.0482790145806916,0.7502562555999676,0.4839772710647612,-1.5705154719818328,-0.7970863755526414,0.0712126557843288,2.0486639483231897,-0.126417964577006,-1.476669814787651
